pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
638	A father is launching the daughter in a swimming pool	The man is tossing a kid into the swimming pool that is near the ocean	3.8	NEUTRAL
641	A social climber is tying a man to a cliff with a rope	One man is climbing a cliff with a rope	3.1	NEUTRAL
643	A person is standing in front of a rock with a rope, which is pink	A person is climbing a rock with a rope, which is pink	3.9	NEUTRAL
645	A rock is being climbed by a person with a rope, which is pink	One man is climbing a cliff with a rope	4.3	ENTAILMENT
646	One man is climbing a cliff with a rope	A person is standing in front of a rock with a rope, which is pink	3.4	NEUTRAL
648	A person is climbing a rock with a rope, which is pink	One man is climbing the cliff with a rope	4.1	ENTAILMENT
649	A person is climbing a rock with a rope, which is pink	One man is descending a cliff with a rope	2.8	NEUTRAL
650	A person is climbing a rock with a rope, which is pink	A social climber is tying a man to a cliff with a rope	2.685	NEUTRAL
653	A young boy isn't climbing a wall made of rock	The young boy is climbing the wall made of rock	4.1	CONTRADICTION
655	A young child is climbing a rock climbing wall which is indoors	A young kid is climbing a rock climbing wall which is indoors	4.7	ENTAILMENT
657	A young child is climbing a rock climbing wall which is indoors	A child is indoors watching a program about some young climbers on a rock wall.	3.2	NEUTRAL
660	A child is indoors watching a program about some young climbers on a rock wall.	The young boy is climbing the wall made of rock	3.4	NEUTRAL
661	One young boy is climbing a wall made of rock	A young child is climbing a rock climbing wall which is indoors	4.3	NEUTRAL
663	A young climber is making a rock wall for the boys	A young child is climbing a rock climbing wall which is indoors	2.9	NEUTRAL
668	The cyclist is performing a trick in the air	The cyclist isn't performing a trick in the air	3.8	CONTRADICTION
671	One man is doing a bicycle trick in midair	The cyclist isn't performing a trick in the air	2.9	NEUTRAL
672	One man is doing a bicycle trick in midair	The air is tricking a performing cyclist	3	NEUTRAL
676	A dog, which is black, and a white one are staring at each other in the street	A dog, which is black, and another one, which is white, are staring at each other in the street	4.9	ENTAILMENT
678	A dog, which is black, and a white one are staring at each other in the street	One white dog is staring at the black street	3.1	NEUTRAL
679	Two dogs of different breeds are looking angrily at each other across a street	Two dogs of different breeds are looking at each other across a street	4.6	ENTAILMENT
680	Two dogs of different breeds are looking at each other across a street	There are no dogs of different breeds looking at each other across a street	3.9	CONTRADICTION
685	A dog, which is black, and another one, which is white, are staring at each other in the street	Two dogs of different breeds are looking at each other across a street	4.1	NEUTRAL
690	A dog next to a tree, which is probably a pine, is dropping a bucket	A dog next to a tree, which is probably a pine, is biting a bucket	3.4	NEUTRAL
691	A dog next to a tree, which is probably a pine, is biting a bucket	A dog in a bucket is biting a tree which is probably a pine	3.2	NEUTRAL
692	A dog which is furry and black is in a backyard and is carrying a basket in its mouth.	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	5	ENTAILMENT
693	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	There is no dog which is furry and black in a back yard carrying a basket in its mouth.	3.7	CONTRADICTION
696	A dog next to a tree, which is probably a pine, is biting a bucket	There is no dog which is furry and black in a back yard carrying a basket in its mouth.	3.2	NEUTRAL
697	A dog in the backyard is carrying black fur in a basket in its mouth.	A dog next to a tree, which is probably a pine, is biting a bucket	3.4	NEUTRAL
699	A dog which is furry and black is in a back yard and is carrying a basket in its mouth	A dog next to a tree, which is probably a pine, is dropping a bucket	2.8	NEUTRAL
702	Two persons of large size are sitting on a park bench and they have a bottle of soda between them	Two large persons are sitting on a park bench and they have a bottle of soda between them	4.7	ENTAILMENT
703	Two large persons are sitting on a park bench and they have a bottle of soda between them	Two large persons are standing near a park bench and they have nothing between them	4.1	CONTRADICTION
704	Two large park benches have a person sitting and a bottle of soda between them	Two large persons are sitting on a park bench and they have a bottle of soda between them	3.7	ENTAILMENT
709	A man and a woman are sitting comfortably on the bench	Two persons of large size are sitting on a park bench and they have a bottle of soda between them	3.3	NEUTRAL
715	The man is racing for the lead 	A man is leading the race	3.7	NEUTRAL
722	A few men in a competition are running outside	One man is leading the race	3.1	NEUTRAL
723	A man is bringing up the rear of the race	A few men in a competition are running outside	3.7	NEUTRAL
725	A few men in a competition are running outside	A man is leading the race	3.8	NEUTRAL
727	A man with a camera is studying the subject	There is no man with a camera studying the subject	3.6	CONTRADICTION
728	A man with a camera is studying the subject	The study subject is a camera man	3.6	NEUTRAL
729	The man with the dyed purple hat is operating a camera that makes videos	The man in the purple hat is operating a camera that makes videos	4.9	ENTAILMENT
730	The man in the purple hat isn't operating a camera that makes videos	The man in the purple hat is operating a camera that makes videos	3.4	CONTRADICTION
731	The man with the dyed purple hat is operating a camera that makes videos	A man with a camera is studying the subject	3.4	NEUTRAL
732	A man with a camera is studying the subject	The man in the purple hat isn't operating a camera that makes videos	3.2	NEUTRAL
733	The man in the purple hat is operating a camera that makes videos	The subject is being studied by a man with a camera	3.6	NEUTRAL
734	The man in the purple hat is operating a camera that makes videos	There is no man with a camera studying the subject	3.2	NEUTRAL
735	The study subject is a camera man	The man in the purple hat is operating a camera that makes videos	2.8	NEUTRAL
736	The man in the purple hat is operating a camera that makes videos	A man with a camera is studying the subject	3.3	NEUTRAL
737	The bride and the groom are leaving after the marriage	The bride and the groom are leaving after the wedding	4.8	ENTAILMENT
738	The bride and the groom are arriving after the wedding	The bride and the groom are leaving after the wedding	4.3	NEUTRAL
741	A married couple is walking up the aisle	A married couple is walking down the aisle	4.4	ENTAILMENT
745	The priest is walking down the aisle to marry a couple	The bride and the groom are leaving after the wedding	2.8	NEUTRAL
746	The bride and the groom are leaving after the marriage	A married couple is walking down the aisle	3.6	NEUTRAL
747	The bride and the groom are arriving after the wedding	A married couple is walking down the aisle	4	NEUTRAL
748	A married couple is walking down the aisle	The bride is leaving the groom after the wedding	2.6	NEUTRAL
749	A married couple is walking down the aisle	The bride and the groom are leaving after the wedding	3.4	NEUTRAL
752	The presentation is being watched by a classroom of students	The presentation is being attended by a classroom of students	4.8	ENTAILMENT
754	The presentation is being attended by a classroom of students	A classroom is full of students	3.4	NEUTRAL
757	The presentation is being watched by a classroom of students	A classroom is empty	3	NEUTRAL
760	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees	3.2	NEUTRAL
761	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	A boy on a red and black slide is wearing a jacket and a hat and has knees which are covered in snow	3.5	NEUTRAL
762	The kid is happily sliding in the snow	The kid is sliding in the snow	4.5	ENTAILMENT
764	A snow slide is full of kids	The kid is sliding in the snow	3.4	NEUTRAL
766	A boy on a hill covered in snow is wearing a red jacket and a black hat and is sliding on his knees	The kid is still in the snow	3.4	ENTAILMENT
769	The kid is sliding in the snow	A boy at the bottom of a hill covered in snow is naked and is sitting on his knees	2.7	NEUTRAL
772	A woman and a dog are peacefully sitting on a tree stump	A woman and a dog are sitting on a tree stump	4.5	ENTAILMENT
774	A woman, who is old, is near a dog that has a white coat	A woman, who is old, is near a white dog	4.4	ENTAILMENT
777	A woman, who is old, is far from a white dog	A woman and a dog are sitting on a tree stump	2.4	NEUTRAL
783	A man is watering the grass and excitedly playing with a dog	A dog is excitedly playing with water in the grass	3.5	NEUTRAL
784	The dog is biting some droplets of water	The dog is snapping at some droplets of water	4.5	ENTAILMENT
785	The dog is snapping at some droplets of water	The dog isn't snapping at some droplets of water	4	CONTRADICTION
789	A dog is excitedly playing with water in the grass	A snap is depicting some water falling in droplets on the dog	2.9	NEUTRAL
791	The dog is snapping at some droplets of water	There is no dog excitedly playing with water in the grass	3.5	NEUTRAL
792	A man is watering the grass and excitedly playing with a dog	The dog is snapping at some droplets of water	2.4	NEUTRAL
793	The dog is snapping at some droplets of water	A dog is excitedly playing with water in the grass	4.2	NEUTRAL
796	Two people are in the snow, wearing clothes that provide camouflage	Some people are in the snow, wearing clothes that provide camouflage	4.4	ENTAILMENT
797	Nobody is in the snow wearing clothes that provide camouflage	Two people are in the snow, wearing clothes that provide camouflage	3.3	CONTRADICTION
